City,State,Niche,Name,Business Phone,Management Phone,Business Address,Business Category,Website,Business Name,Social Media
Ashland,MA,Marble & Granite,Chuck Cipoletta,(508) 612-0800,,"1332 Old Worcester Rd, Framingham, MA 01701-8909",Smoke Detectors,https://smokesandcos.com/,Smokes & CO's,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Attleboro,MA,Marble & Granite,,,,,,,,
Ayer,MA,Marble & Granite,Steven Ward,(847) 286-2500,,"5407 Trillium Blvd Ste B120, Hoffman Estates, IL 60192-3413",Department Stores,http://www.transformco.com,Transformco,https://www.facebook.com/sears
Ashburnham,MA,Marble & Granite,Karl Somero,,,,,,Focus Construction LLC,
Babson Park,MA,Marble & Granite,,,,,,,,
Auburn,MA,Marble & Granite,Stephen Begonis,(508) 887-1436,,"32 Greenfield St, Worcester, MA 01604-3369",Excavating Contractors,,"SPB Contracting, Inc.",https://www.facebook.com/spbcontractinginc/
Adams,MA,Marble & Granite,Anthony Scionti III,(413) 636-5132,,"17 Lake Dr, Enfield, CT 06082-2336",Painting Contractors,https://www.yelp.com/biz/a-scionti-painting-enfield,A. Scionti Painting LLC,https://www.facebook.com/ASciontiPainting/
Ashland,MA,Marble & Granite,Peter Murray,(508) 875-2020,(781) 894-5171,"110 Alexander, Framingham, MA 01702",Woodworking,https://www.finefinishinc.com,Fine Finish,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Auburndale,MA,Marble & Granite,Larissa Hilario,(978) 262-0032,,"7 Esquire Road, North Billerica, MA 01862-2522",Granite Installation,https://selectstonecorp.com,"Select Stone, Inc.",https://www.facebook.com/pages/Select-Stone-Marble-and-Granite/201297756573182
Ayer,MA,Marble & Granite,Kevin Farmer,(978) 649-4349,,"1 Colonial Drive, Tyngsboro, MA 01879-2518",Construction Services,https://porch.com/littleton-ma/general-contractor/farmer-construction-22050892/pp,Farmer Construction,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Ashburnham,MA,Marble & Granite,Matthew Traffie,(603) 878-1600,,"PO Box 274, New Ipswich, NH 03071",Construction Services,http://www.arlencompany.net,Arlen Company Construction LLC,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Auburn,MA,Marble & Granite,Janice DiGioia,(508) 273-2477,,"40 Superior Road, Worcester, MA 01604",Home Renovation,https://linvestproperties.com/,"Linvest Properties, LLC",https://www.facebook.com/linvestpropertiesllc/
Babson Park,MA,Marble & Granite,Scott Remsen,(781) 915-4756,,"PO Box 920383, Needham, MA 02492-0005",Handyman,https://www.RemsenHomeServices.com,Remsen Home Services,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Adams,MA,Marble & Granite,David B. Graham,(860) 749-2660,,"5 Annginna Dr Unit B, Enfield, CT 06082-3222",General Contractor,http://www.designtofinish.com,"Design to Finish General Contracting, Inc.",https://www.facebook.com/BBBUpstateNY/
Ashland,MA,Marble & Granite,Andrew C. Piedra,(508) 317-1697,,"600 Worcester Rd, Framingham, MA 01702-5303",Construction Services,https://www.angieslist.com/companylist/us/ma/framingham/maize-restoration-and-remodeling-reviews-6287814.htm,Maize Restoration & Remodeling,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Ashburnham,MA,Marble & Granite,Matthew Traffie,(603) 878-1600,,"PO Box 274, New Ipswich, NH 03071",Construction Services,http://www.arlencompany.net,Arlen Company Construction LLC,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Auburn,MA,Marble & Granite,Kevin Barnes,(508) 829-1900,,"99 Prescott St, Worcester, MA 01605-1702",Bathroom Design,http://www.Barnesbuilding.net,"Barnes Building & Remodeling, Inc.",https://www.facebook.com/BBBUpstateNY/
Auburndale,MA,Marble & Granite,Larissa Hilario,(978) 262-0032,,"7 Esquire Road, North Billerica, MA 01862-2522",Granite Installation,https://selectstonecorp.com,"Select Stone, Inc.",https://www.facebook.com/pages/Select-Stone-Marble-and-Granite/201297756573182
Ayer,MA,Marble & Granite,Tim Cresta,(978) 804-3218,,"6 Middlemost Way, Stow, MA 01775-1363",Construction,https://porch.com/stow-ma/remodeling-contractors/allcrest-construction-1/pp,Allcrest Construction,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Babson Park,MA,Marble & Granite,Thomas C. Lee,(617) 965-5827,,"172 Carlton Road, Waban, MA 02468-1801",General Contractor,,"T.C. Lee Renovations, Inc.",https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Barnstable,MA,Marble & Granite,,,,,,,,
Barre,MA,Marble & Granite,,,,,,,,
Ashland,MA,Marble & Granite,Ruy C Barbosa,(617) 910-6943,(617) 401-6239,"44 Dennison Ave, Framingham, MA 01702-6417",Building Contractors,https://www.thumbtack.com/-Framingham-MA/service/2811874,Boston Pro Builders,https://www.facebook.com/bostonprobuilders/
Ashburnham,MA,Marble & Granite,Matthew Traffie,(603) 878-1600,,"PO Box 274, New Ipswich, NH 03071",Construction Services,http://www.arlencompany.net,Arlen Company Construction LLC,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Auburn,MA,Marble & Granite,,(508) 344-9882,,"Oxford, MA 01540-1751",General Contractor,https://skavisconstruction.com/,Skavis Construction Management LLC,https://www.facebook.com/BBBUpstateNY/
Adams,MA,Marble & Granite,Anthony Scionti III,(413) 636-5132,,"17 Lake Dr, Enfield, CT 06082-2336",Painting Contractors,https://www.yelp.com/biz/a-scionti-painting-enfield,A. Scionti Painting LLC,https://www.facebook.com/ASciontiPainting/
Auburndale,MA,Marble & Granite,Tony Fraser,(781) 526-3944,(781) 526-9344,"58 Milk Street, Methuen, MA 01844-4645",Ceramic Tile Contractors,https://frasertile.com,Fraser Tile,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Ayer,MA,Marble & Granite,Richard Derosas,(978) 256-2515,,"165 Hunt Road, Chelmsford, MA 01824-3721",Construction Services,,Paramount Construction,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Babson Park,MA,Marble & Granite,Keith Tower,(617) 755-2917,,"445 Washington St, Wellesley, MA 02482-6212",Construction Services,https://www.houzz.com/pro/designpluscorp/design-plus-construction-corp,Design Plus Construction,https://www.facebook.com/Design-Plus-Construction-1465026270381545
Barre,MA,Marble & Granite,,(978) 939-2600,(978) 939-2600,"PO Box 551, Templeton, MA 01468-0551",General Contractor,https://www.cmchartier.com,C.M. Chartier Contracting,https://facebook.com/cmchartier
Ashburnham,MA,Marble & Granite,Matthew Traffie,(603) 878-1600,,"PO Box 274, New Ipswich, NH 03071",Construction Services,http://www.arlencompany.net,Arlen Company Construction LLC,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Adams,MA,Marble & Granite,David B. Graham,(860) 749-2660,,"5 Annginna Dr Unit B, Enfield, CT 06082-3222",General Contractor,http://www.designtofinish.com,"Design to Finish General Contracting, Inc.",https://www.facebook.com/BBBUpstateNY/
Auburn,MA,Marble & Granite,Kevin Barnes,(508) 829-1900,,"99 Prescott St, Worcester, MA 01605-1702",Bathroom Design,http://www.Barnesbuilding.net,"Barnes Building & Remodeling, Inc.",https://www.facebook.com/BBBUpstateNY/
Ashland,MA,Marble & Granite,Ruy C Barbosa,(617) 910-6943,(617) 401-6239,"44 Dennison Ave, Framingham, MA 01702-6417",Building Contractors,https://www.thumbtack.com/-Framingham-MA/service/2811874,Boston Pro Builders,https://www.facebook.com/bostonprobuilders/
Babson Park,MA,Marble & Granite,Dermot M Power,(781) 898-2001,,"56 Pickering St, Needham, MA 02492-3198",General Contractor,https://porch.com/dedham-ma/general-contractor/dm-power-construction/pp,D.M. Power Construction LLC,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Barnstable,MA,Marble & Granite,,(508) 362-4979,,"PO Box 206, Barnstable, MA 02630",Construction Services,https://www.blakelybuilders.com,George W Blakely Builders,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Ayer,MA,Marble & Granite,Richard Derosas,(978) 256-2515,,"165 Hunt Road, Chelmsford, MA 01824-3721",Construction Services,,Paramount Construction,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Auburn,MA,Marble & Granite,Tom Hawkins,(508) 735-7734,,"505 Plantation St Apt 222, Worcester, MA 01605-4335",General Contractor,,"Tom Hawkins Building & Design, Inc.",https://www.facebook.com/BBBUpstateNY/
Adams,MA,Marble & Granite,Guy R. Begin,(860) 668-4538,,"1065 Paper St, Suffield, CT 06078-2436",Home Builders,https://www.beginhomes.com,"Begin Homes, Inc.",https://www.facebook.com/BBBUpstateNY/
Ashland,MA,Marble & Granite,Andrew C. Piedra,(508) 317-1697,,"600 Worcester Rd, Framingham, MA 01702-5303",Construction Services,https://www.angieslist.com/companylist/us/ma/framingham/maize-restoration-and-remodeling-reviews-6287814.htm,Maize Restoration & Remodeling,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Barnstable,MA,Marble & Granite,Steven Jenney,(508) 771-3110,(800) 464-3318,"217 Thornton Dr, Hyannis, MA 02601-8105",Fire and Water Damage Restoration,https://www.yellowpages.com/hyannis-ma/mip/oceanside-restoration-3645481,"Oceanside, Inc.",https://www.facebook.com/OceansideRestoration
Barre,MA,Marble & Granite,,,,,,,,
Ayer,MA,Marble & Granite,Jim S. Shea,(978) 562-7305,,"6 Billadell Road, Stow, MA 01775-1404",General Contractor,,J&S Construction Co.,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Auburn,MA,Marble & Granite,Corey Plourde,(888) 959-2673,,"41 Boylston Street, Worcester, MA 01605",General Contractor,https://www.coreremodelingservices.com/,"CORE Remodeling Services, Inc",https://facebook.com/coreremodelingservices
Barnstable,MA,Marble & Granite,Dmitry Mazheika,(508) 298-2523,,"60 Josiah's Path, West Barnstable, MA 02668",General Contractor,https://porch.com/centerville-ma/remodeling-contractors/belport-building-and-remodeling-llc-/pp,"BelPort Building and Remodeling, LLC",https://www.facebook.com/capecodremodelingcontractors/
Ashland,MA,Marble & Granite,Michael A Heaton,(774) 245-1360,,"16 Walcott St, Hopkinton, MA 01748-1259",General Contractor,https://www.yelp.com/biz/michael-heaton-construction-hopkinton,Michael Heaton Construction,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Ayer,MA,Marble & Granite,Jim S. Shea,(978) 562-7305,,"6 Billadell Road, Stow, MA 01775-1404",General Contractor,,J&S Construction Co.,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Barre,MA,Marble & Granite,,(978) 939-2600,(978) 939-2600,"PO Box 551, Templeton, MA 01468-0551",General Contractor,https://www.cmchartier.com,C.M. Chartier Contracting,https://facebook.com/cmchartier
Auburn,MA,Marble & Granite,,(508) 450-5789,,"258 Putnam Hill Rd, Sutton, MA 01590-1651",General Contractor,,Alternative Building Corp.,https://www.facebook.com/BBBUpstateNY/
Ashland,MA,Marble & Granite,Carlos A Henkle,(508) 215-8536,,"24 Hayden Rowe St, Hopkinton, MA 01748-1840",Building Contractors,https://www.manta.com/c/mb4cqpr/henkle-construction-inc,"Henkle Construction, Inc.",https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Barre,MA,Marble & Granite,Heidi Alexander-Allain,(978) 630-2371,,"869 Clark Street, Gardner, MA 01440",General Contractor,,RJ Allain Construction Services,https://www.facebook.com/ChicagoBBB/
Becket,MA,Marble & Granite,David Babcock,(413) 243-4479,,"285 Theresa Terrace, Lee, MA 01238-9369",Construction Services,http://babcockbrothersrestoration.com,"Babcock Brothers Restoration, Inc.",https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Ayer,MA,Marble & Granite,Jason Provencher,(978) 512-9978,,"3 Hemingway Rd, Tyngsboro, MA 01879-2733",Construction Services,https://www.homeadvisor.com/rated.JPGeneralContracting.60391073.html#,JP General Contracting,https://www.facebook.com/JP-General-Contracting-1529437170704191/
Barnstable,MA,Marble & Granite,,,,,,,,
Ashland,MA,Marble & Granite,Joshua C. Newman,(774) 244-1528,,"20 Meserve St, Hopkinton, MA 01748-1114",General Contractor,https://www.morethanable.net,More Than Able,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Becket,MA,Marble & Granite,Stephany Morrison,(413) 442-3001,,"25 Pittsfield Rd, Lenox, MA 01240-2388",General Contractor,https://www.morrisonshomeimprovement.com,"Morrison's Home Improvement Specialists, Inc.",https://facebook.com/morrisons-home-improvement-429869147093570
Babson Park,MA,Marble & Granite,Alexander Androsenko,(617) 319-4102,,"73 Charlemont St, Newton, MA 02461-1909",General Contractor,https://porch.com/watertown-ma/general-contractors/androsenko-company-llc/pp,Androsenko Company LLC,https://www.facebook.com/pages/Androsenko-Company-LLC/1399569326967787
Barre,MA,Marble & Granite,Phillip Rimbach,(978) 808-3732,,"78 Blanchard Street, Gardner, MA 01440",General Contractor,,"RT2 Carpentry, LLC",https://www.facebook.com/ChicagoBBB/
Ayer,MA,Marble & Granite,Jason Provencher,(978) 512-9978,,"3 Hemingway Rd, Tyngsboro, MA 01879-2733",Construction Services,https://www.homeadvisor.com/rated.JPGeneralContracting.60391073.html#,JP General Contracting,https://www.facebook.com/JP-General-Contracting-1529437170704191/
Barnstable,MA,Marble & Granite,,(508) 790-1600,,"350 Kidds Hill Rd # B, Hyannis, MA 02601",Construction Services,https://www.cwimed.com,Cunningham Woodland Inc,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Becket,MA,Marble & Granite,Stephany Morrison,(413) 442-3001,,"25 Pittsfield Rd, Lenox, MA 01240-2388",General Contractor,https://www.morrisonshomeimprovement.com,"Morrison's Home Improvement Specialists, Inc.",https://facebook.com/morrisons-home-improvement-429869147093570
Ashland,MA,Marble & Granite,Bob Casagrande,(508) 877-4038,,"PO Box 2744, Framingham, MA 01703-2744",General Contractor,https://www.sunvalleyhomesllc.com/,Sun Valley Homes,https://www.facebook.com/sunvalleyhomesinc
Ashburnham,MA,Marble & Granite,,,,,,,,
Barre,MA,Marble & Granite,,(508) 885-3320,(774) 696-3246/(866) 721-9254,"West Brookfield, MA 01585",Paving Contractors,https://www.newengland-landscaping.com,CWM Construction Corp.,https://www.facebook.com/New-England-Landscaping-Construction-Spencer-Paving-175923115789040/
Ayer,MA,Marble & Granite,,(978) 365-5800,,"125 Allen St, Clinton, MA 01510-1117",Building Contractors,https://www.facebook.com/jpkanecontracting/,Kane Contracting,https://www.facebook.com/jpkanecontracting/
Babson Park,MA,Marble & Granite,Alexander Androsenko,(617) 319-4102,,"73 Charlemont St, Newton, MA 02461-1909",General Contractor,https://porch.com/watertown-ma/general-contractors/androsenko-company-llc/pp,Androsenko Company LLC,https://www.facebook.com/pages/Androsenko-Company-LLC/1399569326967787
Barnstable,MA,Marble & Granite,Mike Gallagher,(508) 362-0255,(508) 394-1450,"10 Corporation Rd, Yarmouth Port, MA 02675-1756",Roofing Contractors,https://gallagherroofing.com,Gallagher Roofing & Siding,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Ashland,MA,Marble & Granite,Joshua C. Newman,(774) 244-1528,,"20 Meserve St, Hopkinton, MA 01748-1114",General Contractor,https://www.morethanable.net,More Than Able,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Adams,MA,Marble & Granite,,,,,,,,
Barre,MA,Marble & Granite,,(508) 902-7529,,"8 Bemis Street, Spencer, MA 01562",Home Improvement,https://mjdhomeimprovement.com/,"MJD Home Improvement, LLC",https://www.facebook.com/mjdhomeimprovement
Ashburnham,MA,Marble & Granite,,(978) 815-3276,,"84 Baldwin Dr, Baldwinville, MA 01436-1233",Construction Services,,Libby Design,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Becket,MA,Marble & Granite,,,,,,,,
Barnstable,MA,Marble & Granite,,(508) 778-0734,,"110 Breeds Hill Rd # 10, Hyannis, MA 02601",Construction Services,https://www.markwood.net,Markwood Corp,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
Ayer,MA,Marble & Granite,Roberto Crispim,(774) 285-1988,,"12 Carter Street, Hudson, MA 01749-1508",General Contractor,,RC Construction,https://www.facebook.com/bbbmidwestplains/?utm_source=bbb0714_fbhomepage&utm_medium=homepage&utm_campaign=bbb0714_homepagefbbutton&utm_id=bbb0714_homepagefbbutton
